index,name,date,ageY,ageD,location,team,opponent,gameResult,margin,started,minutesPlayed,fg,fga,fg3,fg3a,fg3pct,ft,fta,ftpct,orb,drb,trb,assists,steals,blocks,turnovers,personalFouls,points,gameScore,plusMinus
165,LeBron James,2005-11-13,20,318,@,CLE,ORL,W,+8,1,48.54,9,20,1,4,.250,7,11,.636,0,5,5,3,0,1,2,2,26,15.5,+7
166,LeBron James,2005-11-15,20,320,0,CLE,WAS,W,+15,1,42.26,15,23,2,3,.667,5,5,1.000,1,9,10,4,0,2,3,1,37,31.1,+17
167,LeBron James,2005-11-18,20,323,0,CLE,ORL,W,+18,1,33.56,6,17,0,3,.000,4,6,.667,1,5,6,4,2,0,4,2,16,7.9,+25
168,LeBron James,2005-11-19,20,324,@,CLE,PHI,W,+3,1,46.51,14,24,0,2,.000,8,10,.800,2,9,11,10,1,1,5,1,36,31.4,+8
169,LeBron James,2005-11-22,20,327,0,CLE,BOS,W,+22,1,40.59,13,20,1,3,.333,9,11,.818,0,5,5,4,2,2,1,4,36,31.5,+14
170,LeBron James,2005-11-24,20,329,@,CLE,IND,L,-22,1,43.02,6,20,0,4,.000,7,11,.636,1,9,10,4,5,1,6,4,19,10.1,-18
171,LeBron James,2005-11-26,20,331,0,CLE,MIN,L,-4,1,44.04,13,29,6,11,.545,6,6,1.000,2,3,5,2,4,0,2,2,38,27.8,-3
172,LeBron James,2005-11-30,20,335,0,CLE,LAC,W,+7,1,49.56,7,20,0,3,.000,14,17,.824,0,7,7,9,1,1,6,1,28,19.3,+6
173,LeBron James,2005-12-02,20,337,@,CLE,SEA,L,-7,1,45.07,14,27,0,5,.000,6,8,.750,0,3,3,8,1,3,1,1,34,28.1,-2
174,LeBron James,2005-12-03,20,338,@,CLE,LAC,L,-12,1,44.41,8,25,3,5,.600,11,14,.786,0,5,5,6,1,1,1,3,30,19.7,-11
175,LeBron James,2005-12-06,20,341,@,CLE,SAC,W,+5,1,44.19,10,23,1,5,.200,9,12,.750,2,4,6,6,2,3,5,2,30,21.8,+3
176,LeBron James,2005-12-09,20,344,0,CLE,NJN,L,-9,1,44.49,11,26,0,4,.000,10,15,.667,2,4,6,3,0,1,7,3,32,13.4,-4
177,LeBron James,2005-12-10,20,345,@,CLE,MIL,L,-5,1,42.48,19,29,5,9,.556,9,10,.900,0,7,7,7,2,0,3,5,52,42.9,-3
178,LeBron James,2005-12-13,20,348,0,CLE,ATL,L,-6,1,45.08,13,23,3,6,.500,10,16,.625,0,10,10,6,2,0,6,5,39,26.9,-4
179,LeBron James,2005-12-15,20,350,0,CLE,DEN,W,+9,1,45.06,11,18,1,4,.250,3,6,.500,0,4,4,9,1,0,3,3,26,20.9,+16
180,LeBron James,2005-12-17,20,352,0,CLE,MIA,W,+8,1,46.23,12,19,2,4,.500,15,16,.938,0,5,5,10,1,0,4,3,41,36.4,+9
181,LeBron James,2005-12-20,20,355,0,CLE,UTA,W,+25,1,28.55,8,12,1,1,1.000,8,9,.889,2,4,6,4,3,2,5,1,25,23.8,+20
182,LeBron James,2005-12-22,20,357,@,CLE,CHI,W,+8,1,43.51,12,25,4,6,.667,9,13,.692,0,5,5,6,4,0,2,2,37,29.6,+15
183,LeBron James,2005-12-23,20,358,0,CLE,IND,W,+5,1,43.51,4,16,0,1,.000,6,11,.545,1,7,8,9,1,0,3,1,14,9.1,+1
184,LeBron James,2005-12-26,20,361,0,CLE,CHI,W,+11,1,44.58,12,25,0,5,.000,8,12,.667,1,7,8,6,2,2,2,0,32,26.1,+14
185,LeBron James,2005-12-27,20,362,@,CLE,NJN,L,-5,1,40.18,12,21,1,5,.200,6,9,.667,1,9,10,8,2,0,4,3,31,25.7,-2
186,LeBron James,2005-12-31,21,001,0,CLE,DET,W,+13,1,44.33,11,22,2,5,.400,6,7,.857,1,6,7,7,4,1,5,2,30,24.9,+5
187,LeBron James,2006-01-04,21,005,@,CLE,MIL,W,+7,1,45.42,12,29,2,8,.250,6,7,.857,2,9,11,11,5,1,4,1,32,29.2,+8
188,LeBron James,2006-01-05,21,006,0,CLE,HOU,L,-9,1,44.15,13,19,3,7,.429,3,6,.500,1,8,9,5,1,0,3,4,32,25.7,-10
189,LeBron James,2006-01-07,21,008,0,CLE,MIL,W,+8,1,45.12,14,22,3,7,.429,4,9,.444,2,5,7,6,0,1,0,1,35,30.6,+4
190,LeBron James,2006-01-10,21,011,0,CLE,NYK,L,-8,1,46.00,14,31,0,7,.000,8,11,.727,0,7,7,7,0,1,1,0,36,25.4,-2
191,LeBron James,2006-01-12,21,013,@,CLE,LAL,L,-1,1,40.06,11,22,2,3,.667,4,9,.444,0,2,2,9,0,0,5,2,28,16.1,+5
192,LeBron James,2006-01-14,21,015,@,CLE,PHO,L,-9,1,43.45,18,28,5,8,.625,5,5,1.000,0,7,7,8,1,0,1,1,46,40.9,-5
193,LeBron James,2006-01-15,21,016,@,CLE,POR,L,-2,1,41.19,10,26,1,5,.200,8,11,.727,2,11,13,7,1,3,2,3,29,23.1,+12
194,LeBron James,2006-01-18,21,019,@,CLE,DEN,L,-1,1,41.35,7,20,2,6,.333,8,15,.533,2,9,11,9,0,0,2,5,24,16.4,-3
195,LeBron James,2006-01-20,21,021,@,CLE,GSW,L,-20,1,35.12,5,22,0,3,.000,4,6,.667,1,8,9,6,0,0,6,3,14,-0.1,-9
196,LeBron James,2006-01-21,21,022,@,CLE,UTA,W,+18,1,42.47,19,35,4,8,.500,9,11,.818,0,5,5,8,2,0,3,4,51,37.8,+20
197,LeBron James,2006-01-24,21,025,0,CLE,IND,W,+30,1,35.22,7,21,2,5,.400,7,10,.700,0,7,7,8,2,2,1,0,23,20.0,+33
198,LeBron James,2006-01-25,21,026,@,CLE,ATL,W,+9,1,45.54,11,22,1,5,.200,15,20,.750,1,8,9,6,3,1,5,2,38,30.2,+10
199,LeBron James,2006-01-27,21,028,@,CLE,IND,W,+4,1,45.06,12,23,1,2,.500,5,8,.625,1,6,7,9,3,1,6,1,30,23.6,+4
200,LeBron James,2006-01-29,21,030,0,CLE,PHO,W,+7,1,42.45,17,33,3,7,.429,7,12,.583,1,10,11,7,1,1,6,1,44,29.6,+5
201,LeBron James,2006-01-30,21,031,@,CLE,CHA,W,+12,1,31.34,11,19,2,6,.333,6,11,.545,1,5,6,6,5,1,4,2,30,26.4,+30
202,LeBron James,2006-02-01,21,033,0,CLE,NJN,W,+6,1,44.26,8,21,0,2,.000,10,12,.833,0,11,11,10,1,1,4,2,26,20.9,+5
203,LeBron James,2006-02-02,21,034,@,CLE,MIA,L,-28,1,39.18,12,29,2,5,.400,3,3,1.000,1,4,5,7,1,0,1,0,29,20.3,-15
204,LeBron James,2006-02-04,21,036,0,CLE,PHI,L,-5,1,47.11,10,17,2,7,.286,9,10,.900,2,2,4,6,2,1,4,0,31,27.6,-7
205,LeBron James,2006-02-06,21,038,0,CLE,MIL,W,+3,1,45.21,9,20,2,7,.286,2,4,.500,0,9,9,12,0,2,4,4,22,17.7,-3
206,LeBron James,2006-02-08,21,040,@,CLE,MIN,W,+6,1,45.38,11,34,1,5,.200,12,17,.706,1,10,11,8,1,0,0,3,35,22.7,+10
207,LeBron James,2006-02-10,21,042,@,CLE,WAS,L,-12,1,45.23,6,23,0,3,.000,6,8,.750,1,8,9,8,1,0,2,2,18,10.4,-13
208,LeBron James,2006-02-11,21,043,0,CLE,GSW,L,-8,1,43.48,10,17,5,6,.833,8,8,1.000,1,4,5,6,1,2,2,5,33,29.6,-15
209,LeBron James,2006-02-13,21,045,0,CLE,SAS,W,+14,1,40.43,19,33,1,3,.333,5,8,.625,2,1,3,5,4,0,2,0,44,34.5,+12
210,LeBron James,2006-02-15,21,047,@,CLE,BOS,W,+4,1,53.55,16,32,0,5,.000,11,15,.733,1,11,12,11,2,4,2,5,43,37.9,+5
211,LeBron James,2006-02-21,21,053,0,CLE,ORL,W,+13,1,42.51,10,24,1,5,.200,5,7,.714,0,2,2,9,1,2,2,0,26,19.7,+21
212,LeBron James,2006-02-22,21,054,@,CLE,PHI,L,-9,1,43.07,13,24,1,4,.250,6,10,.600,3,3,6,5,2,1,6,3,33,21.8,-7
213,LeBron James,2006-02-24,21,056,0,CLE,WAS,L,-8,1,47.46,7,21,3,8,.375,8,19,.421,0,7,7,9,1,0,4,2,25,13.3,-8
214,LeBron James,2006-02-26,21,058,@,CLE,DET,L,-12,1,37.46,9,20,2,3,.667,2,3,.667,1,8,9,7,0,0,3,3,22,15.0,-17
215,LeBron James,2006-02-27,21,059,0,CLE,DET,L,-12,1,46.34,9,22,0,3,.000,8,10,.800,1,3,4,6,0,1,5,0,26,14.9,-10
216,LeBron James,2006-03-01,21,061,0,CLE,SAC,L,-7,1,44.40,7,21,1,4,.250,4,7,.571,1,6,7,12,1,2,5,1,19,13.8,-5
217,LeBron James,2006-03-02,21,062,@,CLE,CHI,W,+1,1,46.37,11,27,0,3,.000,11,13,.846,2,9,11,8,0,1,5,4,33,21.5,+4
218,LeBron James,2006-03-05,21,065,0,CLE,CHI,W,+19,1,46.27,15,28,1,3,.333,6,6,1.000,0,9,9,7,2,0,3,3,37,28.8,+23
219,LeBron James,2006-03-07,21,067,0,CLE,TOR,W,+7,1,43.44,5,17,2,6,.333,5,6,.833,1,11,12,8,1,0,2,2,17,14.5,+14
220,LeBron James,2006-03-08,21,068,@,CLE,TOR,W,+1,1,44.17,13,24,1,3,.333,8,12,.667,1,5,6,6,1,0,0,2,35,28.4,-4
221,LeBron James,2006-03-10,21,070,@,CLE,ORL,L,-29,1,38.58,9,22,2,6,.333,5,6,.833,2,5,7,2,2,1,5,0,25,14.8,-18
222,LeBron James,2006-03-12,21,072,@,CLE,MIA,L,-6,1,45.17,11,27,1,6,.167,24,28,.857,2,5,7,4,0,1,5,2,47,31.5,-7
223,LeBron James,2006-03-14,21,074,@,CLE,DAL,L,-4,1,44.58,14,27,0,2,.000,8,8,1.000,1,11,12,5,0,2,4,1,36,27.2,-8
224,LeBron James,2006-03-17,21,077,0,CLE,POR,W,+15,1,44.10,9,23,1,6,.167,8,10,.800,2,7,9,5,6,0,1,2,27,24.9,+14
225,LeBron James,2006-03-19,21,079,0,CLE,LAL,W,+1,1,46.52,10,24,3,4,.750,6,10,.600,1,7,8,7,1,0,7,3,29,15.1,0
226,LeBron James,2006-03-22,21,082,0,CLE,CHA,W,+2,1,50.11,10,21,1,5,.200,16,23,.696,0,11,11,12,0,1,5,4,37,29.3,+5
227,LeBron James,2006-03-24,21,084,0,CLE,BOS,W,+12,1,44.51,13,26,4,8,.500,6,8,.750,3,4,7,8,2,3,0,2,36,34.4,+8
228,LeBron James,2006-03-26,21,086,@,CLE,HOU,W,+2,1,48.56,14,34,0,4,.000,8,11,.727,3,3,6,5,2,0,2,2,36,22.3,+4
229,LeBron James,2006-03-29,21,089,0,CLE,DAL,W,+13,1,43.26,16,23,4,7,.571,10,13,.769,0,5,5,4,3,0,2,3,46,39.2,+16
230,LeBron James,2006-04-01,21,092,0,CLE,MIA,W,+7,1,45.29,16,25,2,6,.333,13,14,.929,4,8,12,9,2,0,4,3,47,43.8,+13
231,LeBron James,2006-04-02,21,093,@,CLE,CHA,W,+4,1,41.17,13,24,2,5,.400,7,9,.778,1,11,12,8,1,2,3,5,35,29.6,+2
232,LeBron James,2006-04-04,21,095,0,CLE,PHI,W,+33,1,34.40,13,22,4,10,.400,7,9,.778,1,3,4,7,4,0,3,4,37,31.9,+15
233,LeBron James,2006-04-05,21,096,@,CLE,NYK,L,-2,1,44.48,12,24,4,7,.571,8,14,.571,0,2,2,7,3,0,5,3,36,23.9,-2
234,LeBron James,2006-04-08,21,099,@,CLE,NJN,W,+6,1,44.09,12,26,0,3,.000,13,16,.813,1,4,5,7,1,0,6,5,37,22.2,+5
235,LeBron James,2006-04-10,21,101,@,CLE,NOK,W,+2,1,42.07,12,24,0,3,.000,8,12,.667,1,3,4,6,0,0,2,1,32,21.8,+3
236,LeBron James,2006-04-12,21,103,@,CLE,DET,L,-23,1,31.21,8,18,0,3,.000,6,8,.750,0,3,3,1,0,0,2,0,22,11.4,-11
237,LeBron James,2006-04-16,21,107,@,CLE,WAS,L,-12,1,29.32,8,16,0,0,0,1,2,.500,0,5,5,4,1,1,3,2,17,10.8,-17
238,LeBron James,2006-11-01,21,306,0,CLE,WAS,W,+3,1,40.38,11,24,2,4,.500,2,6,.333,3,7,10,5,0,2,5,2,26,15.3,+3
239,LeBron James,2006-11-03,21,308,@,CLE,SAS,W,+7,1,41.53,14,26,1,2,.500,6,11,.545,1,9,10,4,1,1,2,3,35,25.1,+6
240,LeBron James,2006-11-04,21,309,@,CLE,CHA,L,-4,1,38.06,3,13,1,3,.333,9,10,.900,4,5,9,7,0,1,2,0,16,15.6,-3
241,LeBron James,2006-11-07,21,312,0,CLE,ATL,L,-9,1,47.17,13,26,3,8,.375,5,11,.455,0,7,7,6,2,1,2,1,34,25.2,-3
242,LeBron James,2006-11-09,21,314,0,CLE,CHI,W,+19,1,37.50,6,13,0,1,.000,7,8,.875,0,4,4,12,3,2,3,0,19,22.9,+26
243,LeBron James,2006-11-11,21,316,0,CLE,BOS,W,+1,1,43.32,9,17,1,4,.250,19,23,.826,1,7,8,5,3,0,2,4,38,33.8,+6
244,LeBron James,2006-11-13,21,318,@,CLE,NYK,W,+6,1,41.20,10,19,3,4,.750,6,9,.667,0,4,4,6,2,1,3,2,29,22.8,+10
245,LeBron James,2006-11-15,21,320,0,CLE,POR,W,+13,1,38.54,10,15,3,6,.500,9,11,.818,0,7,7,7,2,1,4,2,32,29.6,+16
246,LeBron James,2006-11-17,21,322,0,CLE,MIN,W,+16,1,40.30,12,24,2,5,.400,11,14,.786,2,7,9,6,1,2,4,1,37,29.5,+12
247,LeBron James,2006-11-18,21,323,@,CLE,WAS,L,-12,1,33.20,8,20,0,1,.000,4,5,.800,2,3,5,4,2,0,3,2,20,12.1,-22
248,LeBron James,2006-11-21,21,326,0,CLE,MEM,W,+3,1,41.59,7,21,1,5,.200,0,1,.000,0,1,1,9,3,1,3,1,15,9.6,+3
249,LeBron James,2006-11-22,21,327,@,CLE,TOR,L,-8,1,39.55,11,24,2,7,.286,6,9,.667,0,10,10,8,4,0,2,1,30,26.6,-7
250,LeBron James,2006-11-24,21,329,@,CLE,IND,L,-10,1,42.26,6,14,2,2,1.000,16,20,.800,1,6,7,5,1,0,3,6,30,22.6,+1
251,LeBron James,2006-11-25,21,330,0,CLE,PHI,W,+13,1,40.50,10,20,1,4,.250,4,7,.571,0,4,4,11,0,1,7,4,25,14.8,+2
252,LeBron James,2006-11-29,21,334,0,CLE,NYK,L,-3,1,41.11,10,22,0,5,.000,7,11,.636,1,6,7,6,0,1,5,1,27,16.0,-4
253,LeBron James,2006-12-01,21,336,@,CLE,ATL,W,+11,1,42.55,12,23,1,3,.333,6,10,.600,2,5,7,8,3,2,4,4,31,25.4,+8
254,LeBron James,2006-12-02,21,337,@,CLE,HOU,L,-18,1,35.44,7,22,2,6,.333,5,7,.714,1,4,5,4,0,0,3,2,21,8.5,-13
255,LeBron James,2006-12-06,21,341,0,CLE,TOR,W,+4,1,40.30,11,18,1,2,.500,3,5,.600,1,5,6,10,1,0,4,1,26,22.8,+2
256,LeBron James,2006-12-09,21,344,0,CLE,IND,W,+32,1,31.52,11,16,1,3,.333,4,6,.667,0,7,7,6,1,1,3,0,27,24.4,+28
257,LeBron James,2006-12-11,21,346,@,CLE,NOK,L,-6,1,41.36,7,18,0,3,.000,1,1,1.000,3,4,7,6,4,0,3,1,15,13.3,-4
258,LeBron James,2006-12-13,21,348,0,CLE,CHA,W,+3,1,41.37,6,17,0,2,.000,10,11,.909,1,7,8,7,1,1,6,1,22,15.1,+3
259,LeBron James,2006-12-15,21,350,0,CLE,SEA,W,+22,1,33.37,9,14,2,3,.667,2,3,.667,0,9,9,7,1,0,4,3,22,18.8,+22
260,LeBron James,2006-12-16,21,351,@,CLE,ORL,L,-7,1,41.03,10,19,2,5,.400,7,9,.778,1,4,5,5,0,1,4,4,29,19.4,-7
261,LeBron James,2006-12-20,21,355,@,CLE,NJN,L,-2,1,40.11,10,22,1,3,.333,16,21,.762,0,1,1,8,2,1,3,4,37,27.6,+8
262,LeBron James,2006-12-21,21,356,0,CLE,DET,L,-16,1,43.00,9,20,0,1,.000,8,8,1.000,2,8,10,5,2,0,1,1,26,23.5,-20
263,LeBron James,2006-12-23,21,358,0,CLE,ORL,W,+3,1,42.54,13,21,2,3,.667,4,10,.400,0,7,7,1,0,0,7,1,32,15.5,+3
264,LeBron James,2006-12-27,21,362,@,CLE,ATL,W,+13,1,39.31,10,25,1,2,.500,6,8,.750,1,8,9,3,1,2,1,1,27,18.9,+23
265,LeBron James,2006-12-29,21,364,0,CLE,MIL,W,+10,1,44.01,11,21,2,6,.333,8,13,.615,1,3,4,5,1,1,3,5,32,21.5,+11
266,LeBron James,2006-12-30,22,000,@,CLE,CHI,L,-7,1,40.19,15,26,3,4,.750,0,3,.000,2,7,9,3,1,0,5,4,33,19.6,+6
267,LeBron James,2007-01-02,22,003,0,CLE,SAS,W,+4,1,40.14,7,17,0,1,.000,5,11,.455,0,5,5,5,2,0,3,1,19,11.1,+6
268,LeBron James,2007-01-03,22,004,@,CLE,BOS,W,+3,1,44.47,11,20,2,3,.667,8,10,.800,1,5,6,4,3,1,3,0,32,27.3,+3
269,LeBron James,2007-01-05,22,006,@,CLE,MIL,W,+9,1,42.50,3,13,0,4,.000,2,2,1.000,0,5,5,9,1,0,2,1,8,6.5,+9
270,LeBron James,2007-01-06,22,007,0,CLE,NJN,W,+5,1,44.00,9,21,1,3,.333,0,0,0,0,13,13,4,3,3,5,4,19,13.1,+4
271,LeBron James,2007-01-09,22,010,@,CLE,SAC,W,+10,1,43.25,14,26,3,7,.429,3,3,1.000,1,3,4,7,2,1,3,3,34,26.4,+13
272,LeBron James,2007-01-11,22,012,@,CLE,PHO,L,-19,1,38.49,15,28,3,9,.333,1,2,.500,2,4,6,6,1,0,5,2,34,22.0,-20
273,LeBron James,2007-01-13,22,014,@,CLE,LAC,W,+12,1,42.02,10,23,0,1,.000,8,8,1.000,1,5,6,6,1,0,2,4,28,19.7,+14
274,LeBron James,2007-01-16,22,017,@,CLE,SEA,L,-5,1,43.34,8,21,1,7,.143,13,15,.867,1,6,7,8,2,1,4,0,30,24.5,-7
275,LeBron James,2007-01-17,22,018,@,CLE,POR,L,-18,1,35.07,8,21,1,4,.250,6,13,.462,3,3,6,2,1,0,4,0,23,10.1,-24
276,LeBron James,2007-01-19,22,020,@,CLE,DEN,L,-11,1,43.52,9,23,0,1,.000,12,14,.857,2,8,10,10,2,0,3,2,30,25.7,-3
277,LeBron James,2007-01-20,22,021,@,CLE,GSW,W,+2,1,45.52,14,22,2,7,.286,2,5,.400,0,7,7,5,4,0,9,2,32,20.8,+5
278,LeBron James,2007-01-22,22,023,0,CLE,ORL,L,-11,1,43.23,6,15,0,3,.000,6,13,.462,0,4,4,5,3,0,2,2,18,12.0,-2
279,LeBron James,2007-01-24,22,025,0,CLE,PHI,L,-3,1,53.10,14,26,3,8,.375,8,13,.615,2,8,10,5,1,0,4,2,39,27.9,-8
280,LeBron James,2007-01-28,22,029,0,CLE,PHO,L,-15,1,42.04,12,22,3,6,.500,3,6,.500,2,7,9,5,2,0,3,2,30,23.4,-8
281,LeBron James,2007-02-01,22,033,@,CLE,MIA,L,-3,1,35.35,6,18,2,7,.286,3,8,.375,1,5,6,9,1,0,2,4,17,10.7,-12
282,LeBron James,2007-02-02,22,034,0,CLE,CHA,W,+20,1,35.39,7,13,0,1,.000,4,8,.500,1,9,10,3,2,0,1,1,18,16.2,+17
283,LeBron James,2007-02-04,22,036,0,CLE,DET,L,-12,1,43.17,9,22,1,4,.250,2,3,.667,0,5,5,6,2,0,3,2,21,12.7,-12
284,LeBron James,2007-02-07,22,039,0,CLE,LAC,W,+17,1,36.19,4,13,1,2,.500,2,2,1.000,0,7,7,3,1,1,2,1,11,7.0,+15
285,LeBron James,2007-02-09,22,041,0,CLE,MIA,W,+24,1,41.08,12,22,1,4,.250,4,8,.500,1,6,7,6,0,0,2,1,29,21.1,+22
286,LeBron James,2007-02-11,22,043,0,CLE,LAL,W,+9,1,38.21,5,16,0,2,.000,8,12,.667,1,7,8,5,1,1,1,3,18,13.0,+3
287,LeBron James,2007-02-14,22,046,@,CLE,UTA,L,-1,1,42.39,9,25,0,3,.000,5,9,.556,3,7,10,4,1,3,0,2,23,16.8,+10
288,LeBron James,2007-02-15,22,047,@,CLE,LAL,W,+6,1,39.48,10,16,0,1,.000,18,22,.818,0,4,4,3,3,0,3,4,38,30.9,+4
289,LeBron James,2007-02-21,22,053,@,CLE,TOR,W,+1,1,36.49,12,25,0,1,.000,5,5,1.000,0,4,4,2,1,1,3,3,29,16.4,+5
290,LeBron James,2007-02-22,22,054,0,CLE,CHI,L,-6,1,42.58,13,28,1,4,.250,2,8,.250,3,4,7,2,3,0,3,1,29,16.5,+3
291,LeBron James,2007-02-25,22,057,@,CLE,MIA,L,-5,1,41.30,10,22,2,5,.400,7,12,.583,0,3,3,7,0,1,2,2,29,19.3,+6
292,LeBron James,2007-02-27,22,059,0,CLE,NOK,W,+8,1,42.50,14,22,3,4,.750,4,7,.571,1,4,5,8,2,1,4,1,35,29.8,+16
293,LeBron James,2007-03-01,22,061,@,CLE,DAL,L,-3,1,39.58,17,27,1,4,.250,4,8,.500,0,3,3,5,0,0,2,2,39,26.9,-2
294,LeBron James,2007-03-03,22,063,0,CLE,TOR,W,+23,1,37.22,10,20,1,3,.333,15,17,.882,2,3,5,6,0,3,2,1,36,31.4,+23
295,LeBron James,2007-03-05,22,065,0,CLE,HOU,W,+6,1,41.38,12,24,3,6,.500,5,9,.556,1,11,12,8,0,0,3,2,32,24.2,-1
296,LeBron James,2007-03-07,22,067,@,CLE,DET,W,+4,1,50.40,17,31,1,3,.333,6,8,.750,2,5,7,8,3,1,4,4,41,31.9,+8
297,LeBron James,2007-03-10,22,070,@,CLE,MIL,W,+2,1,36.30,12,22,4,6,.667,4,4,1.000,0,8,8,9,3,1,6,5,32,25.8,+15
298,LeBron James,2007-03-11,22,071,0,CLE,IND,W,+11,1,38.42,10,22,2,6,.333,4,5,.800,3,4,7,6,3,1,2,2,26,22.6,+23
299,LeBron James,2007-03-14,22,074,@,CLE,MEM,W,+22,1,29.35,11,17,4,7,.571,3,6,.500,1,5,6,4,3,0,2,0,29,26.3,+35
300,LeBron James,2007-03-17,22,077,0,CLE,UTA,W,+9,1,43.40,8,21,0,6,.000,8,13,.615,2,15,17,9,2,2,4,3,24,20.9,+7
301,LeBron James,2007-03-20,22,080,@,CLE,CHA,L,-8,1,46.33,12,31,2,9,.222,11,12,.917,2,4,6,6,1,3,3,4,37,25.0,-5
302,LeBron James,2007-03-21,22,081,0,CLE,DAL,L,-8,1,45.27,12,28,1,6,.167,6,7,.857,0,6,6,4,2,3,6,3,31,17.3,-6
303,LeBron James,2007-03-23,22,083,0,CLE,NYK,W,+22,1,38.16,8,16,0,1,.000,5,6,.833,1,2,3,10,2,0,1,1,21,21.5,+19
304,LeBron James,2007-03-25,22,085,0,CLE,DEN,L,-12,1,40.49,8,19,1,6,.167,1,1,1.000,0,3,3,8,1,0,5,4,18,8.8,-13
305,LeBron James,2007-03-27,22,087,@,CLE,IND,W,+11,1,40.08,8,18,0,3,.000,10,14,.714,1,6,7,6,2,0,3,4,26,19.1,+11
306,LeBron James,2007-03-28,22,088,@,CLE,NYK,L,-4,1,43.55,6,20,2,5,.400,10,14,.714,1,5,6,7,2,0,3,3,24,15.7,+3
307,LeBron James,2007-03-31,22,091,@,CLE,CHI,W,+4,1,47.24,14,25,0,3,.000,11,13,.846,1,4,5,9,3,0,7,4,39,28.9,+4
308,LeBron James,2007-04-03,22,094,@,CLE,MIN,W,+13,1,41.49,13,24,0,2,.000,5,5,1.000,2,10,12,6,4,1,2,1,31,30.3,+21
309,LeBron James,2007-04-05,22,096,0,CLE,MIA,L,-4,1,48.36,11,21,2,5,.400,11,13,.846,2,7,9,5,0,0,4,4,35,25.3,+3
310,LeBron James,2007-04-06,22,097,@,CLE,WAS,W,+5,1,44.25,7,23,0,3,.000,11,14,.786,0,6,6,5,1,1,2,3,25,14.3,+5
311,LeBron James,2007-04-08,22,099,@,CLE,DET,L,-5,1,43.06,5,16,1,4,.250,9,11,.818,1,4,5,6,1,0,5,2,20,11.3,-11
312,LeBron James,2007-04-12,22,103,0,CLE,NJN,W,+18,1,35.15,15,27,0,1,.000,5,9,.556,3,5,8,4,2,1,2,1,35,27.2,+21
313,LeBron James,2007-04-14,22,105,0,CLE,ATL,W,+34,1,31.57,8,16,3,6,.500,4,5,.800,1,4,5,6,1,1,0,1,23,22.0,+25
314,LeBron James,2007-04-17,22,108,@,CLE,PHI,W,+6,1,36.03,7,15,0,2,.000,4,7,.571,1,4,5,6,0,0,1,3,18,13.0,-4
315,LeBron James,2007-04-18,22,109,0,CLE,MIL,W,+13,1,39.58,9,18,1,4,.250,5,10,.500,0,5,5,9,2,0,2,2,24,20.0,+22
316,LeBron James,2007-10-31,22,305,0,CLE,DAL,L,-18,1,36.09,2,11,0,2,.000,6,10,.600,1,4,5,4,1,0,5,4,10,0.6,-12
317,LeBron James,2007-11-02,22,307,0,CLE,NYK,W,+4,1,44.25,13,28,3,5,.600,16,22,.727,3,4,7,7,3,1,3,1,45,36.7,+4
318,LeBron James,2007-11-04,22,309,@,CLE,PHO,L,-11,1,43.13,11,26,3,5,.600,2,2,1.000,1,4,5,8,2,4,3,0,27,22.5,-18
319,LeBron James,2007-11-06,22,311,@,CLE,GSW,W,+4,1,41.51,9,16,1,2,.500,5,7,.714,1,12,13,9,0,3,2,1,24,25.9,+4
320,LeBron James,2007-11-07,22,312,@,CLE,UTA,L,-2,1,40.45,12,27,1,4,.250,7,15,.467,2,13,15,13,3,2,4,4,32,27.9,+4
321,LeBron James,2007-11-09,22,314,@,CLE,SAC,W,+2,1,43.51,10,19,0,2,.000,6,8,.750,0,4,4,4,1,1,1,1,26,20.2,-1
322,LeBron James,2007-11-11,22,316,@,CLE,LAC,W,+8,1,35.55,9,21,0,2,.000,4,8,.500,1,4,5,8,6,1,5,3,22,17.3,+11
323,LeBron James,2007-11-12,22,317,@,CLE,DEN,L,-22,1,33.47,9,16,1,3,.333,8,14,.571,0,1,1,4,2,0,4,3,27,16.9,-13
324,LeBron James,2007-11-14,22,319,0,CLE,ORL,L,-1,1,47.14,15,27,2,4,.500,7,9,.778,4,9,13,14,0,2,4,1,39,37.6,+2
325,LeBron James,2007-11-16,22,321,0,CLE,UTA,W,+5,1,40.16,13,27,1,3,.333,13,15,.867,2,8,10,9,0,3,5,3,40,31.5,+13
326,LeBron James,2007-11-20,22,325,0,CLE,MIL,L,-4,1,44.06,11,22,1,7,.143,11,12,.917,0,7,7,7,1,1,3,4,34,26.7,-2
327,LeBron James,2007-11-21,22,326,@,CLE,MIN,W,+11,1,39.03,17,26,6,10,.600,5,8,.625,2,6,8,5,3,2,3,2,45,39.7,+14
328,LeBron James,2007-11-24,22,329,0,CLE,TOR,W,+3,1,44.41,14,29,2,8,.250,7,8,.875,3,9,12,12,3,1,4,3,37,33.6,+7
329,LeBron James,2007-11-25,22,330,@,CLE,IND,W,+5,1,35.47,10,21,1,6,.167,9,15,.600,3,8,11,10,4,1,2,1,30,30.7,+9
330,LeBron James,2007-11-27,22,332,0,CLE,BOS,W,+5,1,45.46,11,25,2,8,.250,14,15,.933,0,4,4,13,2,2,3,2,38,34.4,+14
331,LeBron James,2007-11-28,22,333,@,CLE,DET,L,-35,1,19.31,5,11,0,2,.000,5,9,.556,0,1,1,3,0,0,0,1,15,9.7,-2
